BookingID,hotel,booking_status,lead_time,arrival_year,arrival_month,arrival_date_week_number,arrival_day,no_of_weekend_nights,no_of_week_nights,no_of_adults,no_of_children,babies,type_of_meal_plan,country,market_segment_type,distribution_channel,room_type_reserved,assigned_room_type,booking_changes,deposit_type,agent,customer_type,avg_price_per_room,required_car_parking_space,no_of_special_requests,reservation_status,reservation_status_date,name,email,phone-number,credit_card,arrival_date,"Total Guests",empID
801,"Resort Hotel",1,30,2015,7,31,30,0,3,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",242,Transient,146.67,0,2,Canceled,2015-06-07,"Laura Turner",Laura_Turner78@zoho.com,295-879-7142,************9081,2015-07-30,2,801
802,"Resort Hotel",1,31,2015,7,31,30,0,3,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,D,D,0,"No Deposit",242,Transient,154,0,2,Canceled,2015-06-30,"Jessica Anderson",Jessica_Anderson@yahoo.com,343-139-3208,************1560,2015-07-30,2,802
803,"Resort Hotel",1,66,2015,7,31,30,0,3,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,120.6,0,0,Canceled,2015-11-06,"Robert Navarro",RNavarro@protonmail.com,383-715-7728,************9038,2015-07-30,2,803
804,"Resort Hotel",0,52,2015,7,31,30,0,3,2,2,0,"Full Board",ESP,"Offline TA/TO",TA/TO,C,C,0,"No Deposit",196,Transient,280.74,1,0,Check-Out,2015-07-30,"Margaret Cunningham",MCunningham18@att.com,606-060-3938,************4269,2015-07-30,4,804
805,"Resort Hotel",0,20,2015,7,31,30,1,3,2,1,0,"Bed and Breakfass",BRA,"Online TA",TA/TO,A,C,0,"No Deposit",240,Transient,193,0,1,Check-Out,2015-03-08,"Jason Taylor",Jason_Taylor@xfinity.com,834-598-2553,************5145,2015-07-30,3,805
806,"Resort Hotel",1,30,2015,7,31,30,0,3,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",242,Transient,146.67,0,2,Canceled,2015-06-07,"Anthony Lane",Anthony_Lane@yandex.com,551-439-3252,************2637,2015-07-30,2,806
807,"Resort Hotel",1,31,2015,7,31,30,0,3,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,D,D,0,"No Deposit",242,Transient,154,0,2,Canceled,2015-06-30,"Samuel Cooper",Samuel_C@aol.com,742-011-8977,************5166,2015-07-30,2,807
808,"Resort Hotel",1,62,2015,7,31,30,1,3,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,E,E,0,"No Deposit",240,Transient,154.5,0,0,Canceled,2015-09-06,"Mr. Sean Wilcox DVM",Mr._DVM@att.com,734-058-6523,************4934,2015-07-30,2,808
809,"Resort Hotel",1,65,2015,7,31,30,1,3,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,120.6,0,0,Canceled,2015-11-06,"Ashley Morgan MD",AshleyMD@yandex.com,403-040-8855,************1676,2015-07-30,2,809
810,"Resort Hotel",1,64,2015,7,31,30,2,3,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,A,1,"No Deposit",240,Transient,137.8,0,0,Canceled,2015-08-06,"Barry Green",BGreen53@verizon.com,374-933-0251,************1472,2015-07-30,2,810
811,"Resort Hotel",0,77,2015,7,31,30,2,7,2,0,0,"Half Board",PRT,Direct,Direct,E,E,2,"No Deposit",0,Transient,160,1,3,Check-Out,2015-08-08,"Terry Thomas",TerryThomas41@hotmail.com,913-113-4501,************2532,2015-07-30,2,811
812,"Resort Hotel",0,75,2015,7,31,30,2,7,2,0,0,"Bed and Breakfass",CHE,"Offline TA/TO",TA/TO,D,D,0,"No Deposit",36,Transient-Party,125.89,0,1,Check-Out,2015-08-08,"Leslie Stout",LStout@att.com,647-572-3297,************9011,2015-07-30,2,812
813,"Resort Hotel",0,75,2015,7,31,30,2,7,2,0,0,"Bed and Breakfass",CHE,"Offline TA/TO",TA/TO,D,D,0,"No Deposit",36,Transient-Party,125.89,0,1,Check-Out,2015-08-08,"Brandon Anderson",Brandon_A@yahoo.com,957-743-1826,************7739,2015-07-30,2,813
814,"Resort Hotel",1,62,2015,7,31,30,2,5,2,0,0,"Bed and Breakfass",PRT,Direct,Direct,D,D,0,"No Deposit",250,Transient,126.71,0,0,Canceled,2015-06-24,"Stephanie Bradford",Stephanie.B@yahoo.com,826-081-9737,************5727,2015-07-30,2,814
815,"Resort Hotel",0,42,2015,7,31,31,0,0,1,0,0,"Bed and Breakfass",PRT,"Offline TA/TO",TA/TO,A,I,0,"No Deposit",142,Contract,0,0,0,Check-Out,2015-07-31,"Dustin Taylor",DTaylor@mail.com,105-980-8487,************6105,2015-07-31,1,815
816,"Resort Hotel",0,46,2015,7,31,31,0,0,2,0,0,"Half Board",PRT,"Online TA",TA/TO,E,I,0,"No Deposit",240,Transient,0,1,0,Check-Out,2015-07-31,"Maria Jones",Maria.Jones@gmail.com,302-131-5057,************4306,2015-07-31,2,816
817,"Resort Hotel",0,0,2015,7,31,31,0,1,2,2,0,"Bed and Breakfass",PRT,Direct,Direct,F,F,0,"No Deposit",0,Transient,188,0,0,Check-Out,2015-01-08,"Ronald West",Ronald.West@att.com,798-960-1110,************4636,2015-07-31,4,817
818,"Resort Hotel",1,25,2015,7,31,31,0,1,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,153,0,2,Canceled,2015-06-07,"Bryce Burch",Bryce.B24@mail.com,360-805-3018,************3344,2015-07-31,2,818
819,"Resort Hotel",1,16,2015,7,31,31,0,1,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,D,D,0,"No Deposit",240,Transient,173,0,3,Canceled,2015-07-16,"Joseph Webster",Joseph.Webster@zoho.com,656-379-6102,************7315,2015-07-31,2,819
820,"Resort Hotel",1,16,2015,7,31,31,0,1,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,D,D,0,"No Deposit",240,Transient,173,0,3,Canceled,2015-07-16,"Barbara Morris",Barbara_M70@protonmail.com,249-347-1834,************1750,2015-07-31,2,820
821,"Resort Hotel",0,16,2015,7,31,31,0,2,1,0,0,"Bed and Breakfass",PRT,Direct,Direct,A,A,0,"No Deposit",0,Transient-Party,120,0,1,Check-Out,2015-02-08,"Jessica Armstrong",Armstrong_Jessica@att.com,388-355-5572,************9685,2015-07-31,1,821
822,"Resort Hotel",1,4,2015,7,31,31,0,2,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,D,0,"No Deposit",240,Transient,154.8,0,3,Canceled,2015-07-31,"Michael Roberson",Michael.Roberson@comcast.net,516-864-3611,************9711,2015-07-31,2,822
823,"Resort Hotel",0,4,2015,7,31,31,0,2,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,D,D,0,"No Deposit",240,Transient-Party,192,0,2,Check-Out,2015-02-08,"Alec Woods",Alec.W@verizon.com,609-087-3652,************2581,2015-07-31,2,823
824,"Resort Hotel",1,25,2015,7,31,31,0,2,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,153,0,0,Canceled,2015-06-07,"Jesus Dorsey",Jesus.D@hotmail.com,898-234-3246,************5196,2015-07-31,2,824
825,"Resort Hotel",1,83,2015,7,31,31,0,2,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,120.6,0,1,Canceled,2015-06-16,"Adam Lyons",Adam.L@comcast.net,257-582-0551,************2026,2015-07-31,2,825
826,"Resort Hotel",0,4,2015,7,31,31,0,2,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,D,D,0,"No Deposit",240,Transient-Party,192,1,2,Check-Out,2015-02-08,"Billy Waller",Waller.Billy@xfinity.com,785-171-9796,************3649,2015-07-31,2,826
827,"Resort Hotel",1,56,2015,7,31,31,0,2,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,120.6,0,0,Canceled,2015-07-21,"Denise Johnson",DJohnson92@comcast.net,958-018-7014,************4497,2015-07-31,2,827
828,"Resort Hotel",1,32,2015,7,31,31,0,2,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,E,E,0,"No Deposit",240,Transient,164,0,2,Canceled,2015-07-13,"Brenda Adams",Adams.Brenda@outlook.com,997-584-2803,************5186,2015-07-31,2,828
829,"Resort Hotel",0,32,2015,7,31,31,0,2,2,2,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,H,H,0,"No Deposit",240,Transient,219.5,0,0,Check-Out,2015-02-08,"Teresa Davis",Davis_Teresa@xfinity.com,440-823-0532,************9808,2015-07-31,4,829
830,"Resort Hotel",0,0,2015,7,31,31,0,2,2,0,0,"Half Board",PRT,"Online TA",TA/TO,A,C,0,"No Deposit",240,Transient,192.5,0,1,Check-Out,2015-02-08,"Amanda Martinez",Amanda.M@gmail.com,879-495-1469,************8342,2015-07-31,2,830
831,"Resort Hotel",1,18,2015,7,31,31,1,2,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,149.7,0,1,Canceled,2015-07-15,"Donald Martinez",Martinez_Donald@protonmail.com,147-430-9345,************1023,2015-07-31,2,831
832,"Resort Hotel",1,23,2015,7,31,31,1,2,2,0,0,"Bed and Breakfass",PRT,Direct,Direct,A,A,0,"No Deposit",0,Transient,111.92,0,0,Canceled,2015-07-14,"Joshua Lopez",JLopez30@xfinity.com,472-422-0459,************3737,2015-07-31,2,832
833,"Resort Hotel",1,39,2015,7,31,31,1,2,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,120.6,0,1,Canceled,2015-11-07,"Wendy Young",Wendy.Young92@protonmail.com,986-876-4404,************8516,2015-07-31,2,833
834,"Resort Hotel",1,18,2015,7,31,31,1,2,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,149.7,0,1,Canceled,2015-07-15,"Wesley Mejia",Wesley_Mejia73@gmail.com,264-850-1523,************1110,2015-07-31,2,834
835,"Resort Hotel",1,18,2015,7,31,31,1,2,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,D,D,0,"No Deposit",240,Transient,173,0,3,Canceled,2015-07-15,"Alex Thomas",Thomas.Alex81@yahoo.com,732-997-3969,************3570,2015-07-31,2,835
836,"Resort Hotel",1,23,2015,7,31,31,1,2,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",241,Transient,112,0,1,Canceled,2015-07-14,"Robert Jones",Robert.Jones@aol.com,597-396-8892,************3572,2015-07-31,2,836
837,"Resort Hotel",0,286,2015,7,31,31,2,2,1,0,0,"Bed and Breakfass",IRL,Direct,Direct,A,A,0,"No Deposit",2,Transient,57.6,0,0,Check-Out,2015-04-08,"Meagan Gonzalez",Gonzalez_Meagan43@mail.com,495-280-4412,************8804,2015-07-31,1,837
838,"Resort Hotel",0,72,2015,7,31,31,2,2,2,2,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,G,G,0,"No Deposit",240,Transient,214,1,0,Check-Out,2015-04-08,"Matthew Rivera",MRivera@yahoo.com,617-709-9598,************6934,2015-07-31,4,838
839,"Resort Hotel",1,136,2015,7,31,31,2,2,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,172,0,0,Canceled,2015-09-07,"Cameron Hunt",Hunt_Cameron@yahoo.com,779-594-5356,************7926,2015-07-31,2,839
840,"Resort Hotel",0,58,2015,7,31,31,2,3,1,0,0,"Bed and Breakfass",NLD,"Online TA",TA/TO,D,D,1,"No Deposit",105,Transient,157.8,0,0,Check-Out,2015-05-08,"Ryan Flores",RyanFlores42@outlook.com,936-225-8407,************3077,2015-07-31,1,840
841,"Resort Hotel",0,80,2015,7,31,31,2,4,2,0,0,"Bed and Breakfass",BEL,"Online TA",TA/TO,E,E,0,"No Deposit",240,Transient,170.33,1,1,Check-Out,2015-06-08,"Sabrina Walker",Walker.Sabrina@mail.com,812-064-9296,************3395,2015-07-31,2,841
842,"Resort Hotel",0,113,2015,7,31,31,3,7,2,0,0,"Bed and Breakfass",IRL,"Offline TA/TO",TA/TO,E,E,0,"No Deposit",40,Contract,119.25,0,0,Check-Out,2015-10-08,"Amanda Mckinney",Amanda.Mckinney@xfinity.com,578-438-0820,************3432,2015-07-31,2,842
843,"Resort Hotel",0,129,2015,8,31,1,1,1,2,0,0,"Bed and Breakfass",PRT,"Offline TA/TO",TA/TO,A,A,0,"No Deposit",67,Transient,96.3,0,0,Check-Out,2015-03-08,"Debra Franco",DFranco@yahoo.com,678-474-7635,************5320,2015-08-01,2,843
844,"Resort Hotel",1,84,2015,8,31,1,2,1,2,0,0,"Half Board",PRT,"Offline TA/TO",TA/TO,A,A,0,"No Deposit",175,Transient-Party,118.06,0,0,Canceled,2015-12-05,"Paul Wilson",Wilson.Paul@yahoo.com,170-353-5420,************6455,2015-08-01,2,844
845,"Resort Hotel",1,84,2015,8,31,1,2,1,2,0,0,"Half Board",PRT,"Offline TA/TO",TA/TO,A,A,0,"No Deposit",175,Transient-Party,118.06,0,0,Canceled,2015-12-05,"William Miranda",William.M78@hotmail.com,142-296-9037,************5066,2015-08-01,2,845
846,"Resort Hotel",1,89,2015,8,31,1,0,1,2,0,0,"Bed and Breakfass",PRT,Direct,Direct,D,D,0,"No Deposit",0,Transient,154,0,0,Canceled,2015-04-05,"Laura Watson",Laura_W94@verizon.com,728-157-6959,************2916,2015-08-01,2,846
847,"Resort Hotel",1,10,2015,8,31,1,0,1,2,0,0,"Bed and Breakfass",PRT,Direct,Direct,F,F,0,"No Deposit",0,Transient-Party,202,0,0,Canceled,2015-07-29,"Michael Sanchez",Michael.S16@verizon.com,474-233-0704,************9778,2015-08-01,2,847
848,"Resort Hotel",1,80,2015,8,31,1,0,1,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,A,1,"No Deposit",240,Transient,134,0,2,Canceled,2015-07-16,"Robin Kelly",Robin_K@aol.com,478-099-5822,************8260,2015-08-01,2,848
849,"Resort Hotel",1,10,2015,8,31,1,0,1,2,0,0,"Bed and Breakfass",PRT,Direct,Direct,F,F,0,"No Deposit",0,Transient-Party,202,0,0,Canceled,2015-07-29,"Elizabeth Reed",ElizabethReed40@mail.com,173-031-2273,************3551,2015-08-01,2,849
850,"Resort Hotel",1,10,2015,8,31,1,0,1,2,0,0,"Bed and Breakfass",PRT,Direct,Direct,G,G,1,"No Deposit",0,Transient-Party,252,0,0,Canceled,2015-07-29,"Deborah Edwards",Deborah_E94@hotmail.com,126-531-6768,************6483,2015-08-01,2,850
851,"Resort Hotel",1,24,2015,8,31,1,0,1,2,2,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,G,G,1,"No Deposit",240,Transient,233,0,1,Canceled,2015-07-16,"Andrew Hill",AHill@yandex.com,966-768-6280,************8420,2015-08-01,4,851
852,"Resort Hotel",0,1,2015,8,31,1,0,1,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,D,D,0,"No Deposit",0,Transient,211,0,2,Check-Out,2015-02-08,"Stephen Levy",StephenLevy@protonmail.com,289-900-1544,************2830,2015-08-01,2,852
853,"Resort Hotel",1,9,2015,8,31,1,0,1,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,D,D,1,"No Deposit",240,Transient,211,0,2,Canceled,2015-07-31,"Paul Diaz",Paul_Diaz17@gmail.com,332-763-7118,************5775,2015-08-01,2,853
854,"Resort Hotel",1,3,2015,8,31,1,2,3,2,2,0,"Half Board",PRT,Direct,Direct,C,C,1,"No Deposit",250,Transient,237,0,1,Canceled,2015-07-29,"Julia Bell",JBell90@comcast.net,347-668-5713,************2400,2015-08-01,4,854
855,"Resort Hotel",0,3,2015,8,31,1,2,5,2,0,0,"Bed and Breakfass",ESP,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,188.29,0,2,Check-Out,2015-08-08,"Jaime Hamilton",Jaime.Hamilton@yandex.com,440-628-3816,************9229,2015-08-01,2,855
856,"Resort Hotel",1,124,2015,8,31,1,2,4,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,120.6,0,1,Canceled,2015-06-06,"Meredith Pugh",Meredith.Pugh@yandex.com,795-894-1641,************9899,2015-08-01,2,856
857,"Resort Hotel",1,74,2015,8,31,1,2,5,2,2,0,"Bed and Breakfass",PRT,Direct,Direct,C,C,0,"No Deposit",250,Transient,177.14,0,0,Canceled,2015-07-15,"Robert Henry",Robert.Henry@verizon.com,370-357-0760,************5674,2015-08-01,4,857
858,"Resort Hotel",1,82,2015,8,31,1,2,5,2,2,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,G,G,0,"No Deposit",240,Transient,222.14,0,0,Canceled,2015-11-06,"Matthew Mendoza",MatthewMendoza33@aol.com,334-620-4141,************1874,2015-08-01,4,858
859,"Resort Hotel",1,91,2015,8,31,1,2,5,2,0,0,"Half Board",PRT,"Online TA",TA/TO,A,A,1,"No Deposit",241,Transient,127.82,0,2,Canceled,2015-05-22,"Tabitha Webb",Webb_Tabitha@mail.com,755-455-7142,************8102,2015-08-01,2,859
860,"Resort Hotel",1,77,2015,8,31,1,2,5,2,0,0,"Half Board",PRT,"Online TA",TA/TO,D,D,0,"No Deposit",240,Transient,194.14,0,0,Canceled,2015-05-19,"David Fuller",DavidFuller@comcast.net,784-151-2886,************2637,2015-08-01,2,860
861,"Resort Hotel",1,130,2015,8,31,1,2,5,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,120.6,0,2,Canceled,2015-05-19,"Lindsey Dennis",Lindsey.Dennis@outlook.com,105-518-9921,************1658,2015-08-01,2,861
862,"Resort Hotel",1,91,2015,8,31,1,2,5,2,1,0,"Half Board",PRT,"Online TA",TA/TO,A,A,1,"No Deposit",241,Transient,144.53,0,3,Canceled,2015-06-06,"Emily Williams",Emily.Williams@verizon.com,682-879-4911,************5842,2015-08-01,3,862
863,"Resort Hotel",0,79,2015,8,31,1,2,5,3,0,0,"Half Board",PRT,Direct,Direct,E,E,1,"No Deposit",0,Transient,185,1,4,Check-Out,2015-08-08,"John Wyatt",John.Wyatt@att.com,722-068-9547,************2572,2015-08-01,3,863
864,"Resort Hotel",1,130,2015,8,31,1,2,6,2,0,0,"Bed and Breakfass",PRT,"Offline TA/TO",TA/TO,A,A,0,"No Deposit",149,Transient,96.3,0,0,Canceled,2015-05-22,"Kevin Diaz",Kevin_Diaz22@zoho.com,112-808-6843,************4388,2015-08-01,2,864
865,"Resort Hotel",0,66,2015,8,31,1,2,6,2,0,0,"Half Board",PRT,"Online TA",TA/TO,D,D,2,"No Deposit",240,Transient,193.13,0,0,Check-Out,2015-09-08,"Richard Nolan",Richard_Nolan@att.com,406-264-2714,************2578,2015-08-01,2,865
866,"Resort Hotel",1,53,2015,8,31,1,3,6,2,0,0,"Half Board",PRT,"Online TA",TA/TO,E,E,0,"No Deposit",240,Transient,210.78,0,0,Canceled,2015-06-16,"Robin Stone",RobinStone@comcast.net,471-566-9390,************5321,2015-08-01,2,866
867,"Resort Hotel",1,80,2015,8,31,1,4,6,2,2,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,C,C,0,"No Deposit",242,Transient,169,0,1,Canceled,2015-07-21,"Jordan Peterson",JPeterson24@comcast.net,349-597-7326,************1793,2015-08-01,4,867
868,"Resort Hotel",1,77,2015,8,31,1,4,6,2,1,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,D,D,0,"No Deposit",240,Transient,174.7,0,3,Canceled,2015-07-22,"Elizabeth Valentine",Elizabeth.Valentine@outlook.com,137-538-6959,************8344,2015-08-01,3,868
869,"Resort Hotel",1,57,2015,8,31,1,4,10,2,2,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,C,C,1,"No Deposit",241,Transient,135.53,0,0,Canceled,2015-07-07,"Christopher Reyes",Christopher.Reyes@yahoo.com,230-794-1159,************2237,2015-08-01,4,869
870,"Resort Hotel",0,11,2015,8,31,1,4,10,1,0,0,"Bed and Breakfass",PRT,"Offline TA/TO",TA/TO,A,A,0,"No Deposit",104,Transient,172,0,0,Check-Out,2015-08-15,"Kyle Fleming",Fleming_Kyle@hotmail.com,243-451-4646,************3688,2015-08-01,1,870
871,"Resort Hotel",1,25,2015,8,32,2,1,0,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,144,0,2,Canceled,2015-08-07,"Janice Boyle",Janice.B67@xfinity.com,210-692-8186,************4551,2015-08-02,2,871
872,"Resort Hotel",1,2,2015,8,32,2,2,0,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,C,0,"No Deposit",240,Transient,162.5,0,1,Canceled,2015-01-08,"Bryan Perez",Perez_Bryan96@comcast.net,599-303-8883,************8518,2015-08-02,2,872
873,"Resort Hotel",1,36,2015,8,32,2,2,3,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,E,E,0,"No Deposit",240,Transient,209.6,0,2,Canceled,2015-06-29,"Dale Arnold",Dale.Arnold@gmail.com,138-367-9153,************6531,2015-08-02,2,873
874,"Resort Hotel",1,36,2015,8,32,2,2,3,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,E,E,0,"No Deposit",240,Transient,209.6,0,2,Canceled,2015-06-29,"Jamie Hernandez",Jamie_H@verizon.com,951-160-2554,************2646,2015-08-02,2,874
875,"Resort Hotel",0,115,2015,8,32,2,2,5,3,0,0,"Half Board",PRT,"Offline TA/TO",TA/TO,E,E,0,"No Deposit",5,Transient,195.5,1,1,Check-Out,2015-09-08,"Anthony Bryant",Anthony.Bryant@outlook.com,468-126-7844,************5708,2015-08-02,3,875
876,"Resort Hotel",0,95,2015,8,32,2,2,4,2,1,0,"Half Board",PRT,Direct,Direct,A,A,4,"No Deposit",0,Transient,186,1,4,Check-Out,2015-08-08,"Amy Cole",Amy_C24@verizon.com,292-723-7982,************3379,2015-08-02,3,876
877,"Resort Hotel",0,67,2015,8,32,2,2,4,2,0,0,"Bed and Breakfass",PRT,Direct,Direct,D,D,0,"No Deposit",0,Transient,163.5,0,1,Check-Out,2015-08-08,"Connie Nichols",Connie.N69@gmail.com,271-430-3194,************2300,2015-08-02,2,877
878,"Resort Hotel",0,60,2015,8,32,2,2,5,2,0,0,"Half Board",PRT,Direct,Direct,A,A,0,"No Deposit",0,Transient,180.28,0,0,Check-Out,2015-09-08,"Kelly Harrison",Kelly.H@protonmail.com,788-739-1949,************4524,2015-08-02,2,878
879,"Resort Hotel",0,34,2015,8,32,2,2,5,2,0,0,"Bed and Breakfass",ESP,Direct,Direct,C,C,3,"No Deposit",250,Transient,174.76,1,1,Check-Out,2015-09-08,"Joseph Simpson",JSimpson@yahoo.com,729-060-3613,************9424,2015-08-02,2,879
880,"Resort Hotel",0,78,2015,8,32,2,4,5,2,0,0,"Bed and Breakfass",IRL,"Offline TA/TO",TA/TO,D,D,0,"No Deposit",171,Transient,116.85,0,0,Check-Out,2015-11-08,"Jessica Hendricks",Jessica.H85@xfinity.com,217-529-6966,************9926,2015-08-02,2,880
881,"Resort Hotel",0,93,2015,8,32,2,2,5,2,0,0,"Full Board",PRT,"Offline TA/TO",TA/TO,A,A,0,"No Deposit",175,Transient,159,0,0,Check-Out,2015-09-08,"James Underwood",James.U@xfinity.com,407-284-6722,************7784,2015-08-02,2,881
882,"Resort Hotel",1,327,2015,8,32,2,4,10,2,0,0,"Bed and Breakfass",PRT,"Offline TA/TO",TA/TO,D,D,0,"No Deposit",40,Contract,104.55,0,0,Canceled,2015-04-23,"Spencer Harrington",SHarrington@zoho.com,866-244-6202,************9189,2015-08-02,2,882
883,"Resort Hotel",0,21,2015,8,32,3,0,0,2,2,0,"Bed and Breakfass",PRT,Direct,Direct,C,F,0,"No Deposit",250,Transient,0,0,0,Check-Out,2015-03-08,"Jessica West",Jessica_West@yahoo.com,542-966-2749,************4002,2015-08-03,4,883
884,"Resort Hotel",0,0,2015,8,32,3,1,0,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,C,C,0,"No Deposit",241,Transient,144.76,0,0,Check-Out,2015-04-08,"Tyler Stevens",TylerStevens@xfinity.com,895-577-8863,************7801,2015-08-03,2,884
885,"Resort Hotel",1,47,2015,8,32,3,1,1,2,0,0,"Half Board",PRT,"Online TA",TA/TO,D,D,0,"No Deposit",240,Transient,205,0,0,Canceled,2015-06-17,"Zoe Medina",ZoeMedina16@zoho.com,136-638-8262,************5281,2015-08-03,2,885
886,"Resort Hotel",1,81,2015,8,32,3,1,3,2,0,0,"Bed and Breakfass",PRT,"Offline TA/TO",TA/TO,D,D,0,"No Deposit",8,Contract,123,0,0,Canceled,2015-07-18,"Mikayla Smith",Mikayla_Smith@comcast.net,997-635-3137,************7453,2015-08-03,2,886
887,"Resort Hotel",1,52,2015,8,32,3,1,4,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,D,D,0,"No Deposit",240,Transient,173,0,0,Canceled,2015-07-13,"April Pitts",April.Pitts@xfinity.com,325-529-0270,************1138,2015-08-03,2,887
888,"Resort Hotel",1,13,2015,8,32,3,1,4,2,2,0,"Bed and Breakfass",PRT,"Offline TA/TO",TA/TO,C,C,1,"No Deposit",142,Contract,220.55,0,0,Canceled,2015-07-24,"Lindsey David",Lindsey.David@mail.com,841-960-5263,************9537,2015-08-03,4,888
889,"Resort Hotel",0,83,2015,8,32,3,2,5,2,0,0,"Bed and Breakfass",IRL,"Online TA",TA/TO,D,D,0,"No Deposit",240,Transient,162.14,0,1,Check-Out,2015-10-08,"Kyle Brown",KyleBrown@comcast.net,113-558-3513,************2883,2015-08-03,2,889
890,"Resort Hotel",1,131,2015,8,32,3,2,5,2,0,1,"Half Board",PRT,"Offline TA/TO",TA/TO,A,A,1,"No Deposit",177,Transient,119.7,0,1,Canceled,2015-03-28,"Sophia Nicholson",Sophia_N@mail.com,183-940-6722,************9745,2015-08-03,2,890
891,"Resort Hotel",0,460,2015,8,32,3,2,5,1,0,0,"Half Board",GBR,"Offline TA/TO",TA/TO,E,E,0,"No Deposit",40,Contract,77.54,0,0,Check-Out,2015-10-08,"Monica Miller",Monica.Miller11@yandex.com,332-434-0675,************6525,2015-08-03,1,891
892,"Resort Hotel",1,82,2015,8,32,3,2,5,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,120.6,0,0,Canceled,2015-06-07,"Maria Carlson",MariaCarlson@gmail.com,123-538-7591,************6035,2015-08-03,2,892
893,"Resort Hotel",1,61,2015,8,32,3,2,5,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,153,0,0,Canceled,2015-07-23,"Brittany Simon",BrittanySimon48@aol.com,152-034-2762,************2193,2015-08-03,2,893
894,"Resort Hotel",0,94,2015,8,32,4,0,0,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,F,0,"No Deposit",240,Transient,0,0,1,Check-Out,2015-04-08,"Michael Welch",Michael_Welch@mail.com,647-424-5943,************7453,2015-08-04,2,894
895,"Resort Hotel",0,1,2015,8,32,4,0,0,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,D,F,0,"No Deposit",240,Transient,0,0,2,Check-Out,2015-04-08,"Anthony Wise",Wise_Anthony@comcast.net,209-205-5552,************7622,2015-08-04,2,895
